,image_name,label
0,1207600730417730800-,5
1,4804354261668804147,5
2,1827817923570421386-,5
3,5623439484944972724-,5
4,6567688221443389267-,5
5,1223970787899939679-,5
6,2852692902304970775-,5
7,5416082222208376884-,5
8,6272266824831342878-,5
9,1456816460254837109-,5
10,2665162369252630977-,5
11,2364838106256267571,5
12,4504943613491509919,5
13,1440798355583984963-,5
14,2702648109702401617-,5
15,9044762092087373243-,5
16,4007333954971974274,5
17,3308031773971472894,5
18,8576112973819589087,5
19,3636439206057113910,5
20,6730617997272934295-,5
21,7321506371685199992,5
22,2188615876827868922,5
23,5747945388017731884-,5
24,3359189542964144136-,5
25,3762529643881839189,5
26,4010802128954528181,5
27,3778150342508760427-,5
28,5138250221815285717-,5
29,4283910899700780406,5
30,8056390942051746242,5
31,2396449912612116481-,5
32,4232555913691643000,5
33,7366852166779850362,5
34,4631584283594996114-,5
35,5826826281403746179,5
36,2684047691794746509-,5
37,8829513276833774267-,5
38,4111599140176214447-,5
39,4112762462288534758-,5
40,6853289815647137005,5
41,8610513882696950022-,5
42,8944922750740058890-,5
43,6539372434694298852-,5
44,2778933147987289822,5
45,5045030492496201952-,5
46,4234294646676871896,5
47,9111716367481141014-,5
48,531979466871125364-,5
49,7407437193895983922,5
50,4842030028263816072-,5
51,5343830866424281599-,5
52,5216955596245064626,5
53,68026309322033694-,5
54,1228188918813426024,5
55,3044019678318663005,5
56,4719038493297989770-,5
57,1503264315506094212-,5
58,8631211318518221099-,5
59,2352734830105297598-,5
60,1387925103222849378-,5
61,7170637924520356269,5
62,7679764442865333556,5
63,8058316514398675252,5
64,2234234040793572474,5
65,1869494204812815158-,5
66,8002813567007879491-,5
67,2278904998282548842,5
68,8965114528958289167-,5
69,7035288710908612605,5
70,1358434417687320219,5
71,5002405914679531166,5
72,5930377785114724066,5
73,5102812483102660127,5
74,4150929505821851437,5
75,6807167990192330315,5
76,7421626534145391077-,5
77,6429391337397233495-,5
78,61144472434124125-,5
79,1022978798120232859,5
80,7025470899357842282,5
81,3194531828137206236,5
82,6571093853223122784-,5
83,7585342010203436273,5
84,3654529881407849309,5
85,8691944922055067749,5
86,2198542512454612851,5
87,537833389178696008,5
88,5369367375376458746,5
89,7222734002971077176-,5
90,8349721172011021592-,5
91,1333511977578383659,5
92,152258282732251850,5
93,3994322231474491050-,5
94,57814492868553566-,5
95,7358666205393344508,5
96,4080769854181435056,5
97,8296074237793676922,5
98,7081137968968964330,5
99,1138132820895769926-,5
100,7402267423139464069-,5
101,5759827336208250635,5
102,6252234660071416399-,5
103,1504686761319695312-,5
104,5694542729370356659,5
105,4679812610030939725-,5
106,9183084120095226062-,5
107,156836920992958304-,5
108,7740346881050187860-,5
109,3068874750755167157,5
110,8051744818759771831,5
111,2440437680860376183,5
112,8448345087872970403-,5
113,1562835609972241530-,5
114,2558313971708007967-,5
115,6629978018146541213,5
116,8220017984163841120,5
117,7924764147805524762-,5
118,4236915437976633766-,5
119,4721475892053979623-,5
120,3571266082746113450-,5
121,7861696167110734611,5
122,6630045233100994306-,5
123,8944920671167344528,5
124,7731308340894052621,5
125,4288811824938493292,5
126,8887320127918837615,5
127,2379736487111267563-,5
128,1904581607273800192-,5
129,5768207415323281706,5
130,5250109080375204719-,5
131,1875433114232588874,5
132,1118936866852802455-,5
133,1555461279710547529-,5
134,6275666244227209274-,5
135,9037921352864475885-,5
136,2613545121567535615,5
137,499440414902021141,5
138,3746871207332514284-,5
139,3961032489000646057,5
140,8523090246452147702,5
141,3381529934360854025,5
142,827825741772923126-,5
143,6713515200399733672,5
144,8201997403405194425,5
145,5843366539041785551,5
146,7175455238993428689-,5
147,3237397839415827602,5
148,8895662422956305192-,5
149,3827755845694118846,5
150,8068989530113172916,5
151,4307172480942043977,5
152,5474705445206625212,5
153,7444117929676435558-,5
154,8390099530610679508,5
155,1614863498264644924-,5
156,4336340879791757396-,5
157,3168686734292915271-,5
158,384934782712298467,5
159,164062267147936010-,5
160,5073825791944715541,5
161,649895351610408316-,5
162,4655503026584765590,5
163,8933096264037122124,5
