,image_name,label
0,1019777785721625125-,12
1,3789967649082429954,12
2,477106493287027480,12
3,8610878114968262773,12
4,7862508592327445408,12
5,5827239810851749818,12
6,6406038778365206801-,12
7,7766786676892205003-,12
8,9008859632347243469,12
9,7166103320214372232,12
10,5818532203620374458,12
11,2402796245583708867,12
12,5251103664085784007-,12
13,4844304900526566272-,12
14,4754903793122811936,12
15,269472130481133740,12
16,8740330964787787867-,12
17,267912983547930318,12
18,7633290415689215172,12
19,5783047574333462548-,12
20,7432752669157595646-,12
21,4220506556625959073,12
22,3140102545968076070,12
23,8920348955740542703,12
24,8718617142271749852-,12
25,2800608278303406352-,12
26,813559076132033863-,12
27,7372085364517129842,12
28,6121537955731757254-,12
29,2063814074772688902,12
30,2644345778749566430,12
31,3476531651349191609,12
32,8440248784596171773-,12
33,8701265022989512553,12
34,3478262259849023635,12
35,8391049041965261177-,12
36,9187595621334603175,12
37,9069839433925548997,12
38,5662594144239650488,12
39,7883673506058279350-,12
40,5374290095005883510,12
41,3308844324570933385,12
42,9208233774120345146-,12
43,3706608181609366782,12
44,8702940128166126383-,12
45,1731095693074604809-,12
46,14304651059177046,12
47,8484547306778439239-,12
48,1583216622065707421-,12
49,2110691887136774433,12
50,1675440266996845759,12
51,6486326528049024660,12
52,43707673807091904,12
53,2767141076377070587-,12
54,5781743356371060461-,12
55,8015302538965338408-,12
56,81136918686745795-,12
57,4730514482667188353,12
58,1922200915873769388-,12
59,3580115851450165854,12
60,4917835183611145113,12
61,7978443468668427331-,12
62,3899123378016311845,12
63,6518479627824661751,12
64,7764698347546486715,12
65,3296081552553731327,12
66,8279621173786493793-,12
67,5216864962598108942,12
68,8075918037559114765,12
69,8200905443009913577,12
70,7862460035425600484-,12
71,7405166603868165934,12
72,2227461036823685318-,12
73,7771137426793862675,12
74,1658420211578305908-,12
75,4708776606029665314,12
76,5614496155181580667-,12
77,2166415247327604323,12
78,8484993467023188684,12
79,3096744225353938715,12
80,1413587742389564768-,12
81,2690502114752371466-,12
82,2093504772074848117,12
83,1878802992229458989,12
84,3502648274297171211,12
85,389114161801424392100,12
86,828408896188868898900,12
87,488245804026406002400,12
88,457817140170179647500,12
89,812097856252553747900,12
90,2519741542560624433-00,12
91,5848241913969259167-00,12
92,663234749603921122000,12
93,1050108032284378663-00,12
94,4281081116224763600-00,12
95,3789410463355865173-00,12
96,430934441337862562900,12
97,8132222646148772304-00,12
98,717060808636819014600,12
99,3985500638838656069-00,12
100,191445197634955842700,12
101,777303746641989352900,12
102,149546658700368379200,12
103,5959415071286358859-00,12
104,8214337821214613656-00,12
105,5572865840419720473-00,12
106,752337424204355896300,12
107,80492096601506392-00,12
108,89119588363684258200,12
109,9754150771343006100,12
110,55106970443352993100,12
111,409363119389960074300,12
112,192343565133476697-00,12
113,711672892973091459000,12
114,7942806368370787256-00,12
115,7188748840786137406-00,12
116,360822199204839023700,12
117,354205401172189286-00,12
118,3204060177489544353-00,12
119,3691684610883389081-00,12
120,2106065599951819887-00,12
121,4695479477239528504-00,12
122,5998132532009389786-00,12
123,11271154005066761400,12
124,419299716909458072100,12
125,7123240125588478858-00,12
126,165475894221857453900,12
127,553295783993939320300,12
128,9139531566812057825-00,12
129,916198305406664378300,12
130,2437112814578681381-00,12
131,2146834850464451362-00,12
132,289654445752377694400,12
133,5788386162030011550-00,12
134,212925111278296540600,12
135,257855722773286905700,12
136,4906888291777376687-00,12
137,860342344723817108300,12
138,301481446395165105200,12
139,321405332282956210100,12
140,691576871824653149700,12
141,43064758129944066-00,12
142,1872925664205068980-00,12
143,4951495675064138609-00,12
144,510731064084335028000,12
145,5389820944425082895-00,12
146,5972709942132873114-00,12
147,616100588917643167400,12
148,7114993356464001258-00,12
149,566397337683146053-00,12
150,5764003806282496224-00,12
151,787009770862265100000,12
152,403895469719447764900,12
153,4490881554119388385-00,12
154,158678199524481642000,12
155,719093422420581272500,12
156,255737464669553864800,12
157,3011081813563094755-00,12
158,532394820355510817400,12
159,528126837534109879000,12
160,537890370858282313600,12
161,247702955729313587900,12
162,9021396285894485654-00,12
163,2334665218215468779-00,12
164,5898806717088894400-00,12
165,193028073549097848100,12
166,135592619470019486500,12
167,8698459532985119206-00,12
168,809357020804271853700,12
169,4107714013593595012-00,12
170,5344795451714839627-00,12
171,602420314434029005800,12
