,image_name,label
0,8973593192646388555-,7
1,6405488720760815049-,7
2,8307652807141424295-,7
3,8791367483316069276-,7
4,3171763389575291090-,7
5,4585061497232910823,7
6,4211101574945984966-,7
7,2350665794506951513,7
8,8808144395781497323,7
9,4122436841331514247,7
10,6025657679069642817-,7
11,7657943716579648665,7
12,891865951903322012,7
13,9091179950306127157,7
14,3285831574441528725,7
15,3681570367306484724-,7
16,8145757368678384176,7
17,4488366444445401389-,7
18,4717682773205676354,7
19,4046789436805727622-,7
20,6059391858808976547,7
21,2453363985491807491-,7
22,3685170948778020352-,7
23,4650770496792263790,7
24,3795321350331321969-,7
25,6374992251260626145,7
26,4171765602927082937,7
27,7212639839855994551-,7
28,4181818849024864443,7
29,8392864167372533894,7
30,4810484254368529948,7
31,5704779428527397851,7
32,8074173673840185809-,7
33,3422842029048970063-,7
34,1733149354625094446,7
35,3413754092505981021,7
36,3834526728331921898,7
37,2799627455475184041,7
38,6813832927006660580-,7
39,5995240549595486341-,7
40,3369268019023971235,7
41,7054612987732664503-,7
42,5956089847446616961-,7
43,617200095207677548-,7
44,3839282075186067030-,7
45,7413498357238142252-,7
46,4759331286577761647,7
47,7220849532539622537,7
48,1684534468548051128-,7
49,8458089928029761550-,7
50,1617873162154410093,7
51,5212006158950405023,7
52,3398481309972018799,7
53,6824272029765086807-,7
54,8774492907009300464,7
55,3855061083789647422,7
56,8496362382988627777-,7
57,5845121708963758355-,7
58,6526884008069314361,7
59,8617776107264178704-,7
60,8106983551382400431,7
61,2612924284667737967-,7
62,2177150214229657631-,7
63,4192017581254640847-,7
64,3411575227608771454,7
65,2488674778454267088-,7
66,1377870717676335974-,7
67,2127287150552758667,7
68,2556041229865149285-,7
69,3967010402717901310-,7
70,4448733401741700156-,7
71,1940661908250458274-,7
72,512948713854373149-,7
73,2514875648891352843-,7
74,55117559812412776,7
75,2364136984605925481,7
76,8661632494432626352,7
77,4132934793415607243-,7
78,5016131574238931171-,7
79,5581404209350660072,7
80,3720821914382887950,7
81,3375481996996473766-,7
82,2234819467591118371-,7
83,4268843638654065300-,7
84,4034649862221011242,7
85,8153137208910218580-,7
86,5825330767131835236-,7
87,349147137342084534,7
88,4992498246758894413,7
89,1811884276336028997-,7
90,2591355944560278221-,7
91,364457085120542603,7
92,2798473977834882849-,7
93,5077468214411798225-,7
94,5899826457969518724,7
95,3925841647198736232-,7
96,5102141176068604317,7
97,8230041833969718802-,7
98,6600413649779081627-,7
99,1495617764573488700,7
100,7560205969556238208-,7
101,6473734454349451114,7
102,193748067348393499,7
103,3657273718731791577,7
104,6229562872816443627,7
105,4175230327895149544,7
106,2915505116844240110,7
107,1296274042942968157,7
108,8393538151332147683,7
109,5328991741539337761,7
110,4623449326098198448-,7
111,8338962964502576287-,7
112,7631130101178423426,7
113,1194803874001947736,7
114,8924633991705341376,7
115,754636771171650580-,7
116,8054087326984508578,7
117,303768643551847983,7
118,1937988324006996232,7
119,6910144843770493803-,7
120,6492595755191494579-,7
121,7097270817054423681-,7
122,9164256309426201393-,7
123,1266915534365761777-,7
124,6072233617750712957,7
125,1784779484729993597,7
126,3100765628724457344,7
127,24930178686322133,7
128,4451859656540302872-,7
129,3857882222898454402-,7
130,8644386141020509996-,7
131,7489818107158836142-,7
132,5632414927890692057-,7
133,4119777828254300185-,7
134,3268383328469268030-,7
135,6075741520850749419-,7
136,4428708730477335477-,7
137,757745026822748562-,7
138,8247525522821947490,7
139,1856995116481159418-,7
140,838737110394236815-,7
141,5182475456509700538-,7
142,2453429455683779464-,7
143,120259295862750901-,7
144,4982440137573712541-,7
145,6215578046730261078-,7
146,1749625768350270919,7
147,2786978100662291278-,7
148,3623456966485018656-,7
149,6387410471495205074,7
150,1939381068493256281,7
151,952261449614883879,7
152,8627919091729571359,7
153,434221981416644133,7
154,1113758258271421134,7
155,5495306497943072672-,7
156,5958875747809659099,7
157,3133800161641399598-,7
158,1005022066704406151-,7
159,5332539169689294730,7
160,4093765382307773446-,7
161,9181783990430951824-,7
162,9132167863348602155,7
163,3245947994867369882,7
164,8993556255595867716,7
165,92330870209369392-,7
166,7089376505280962821-,7
167,7355958902267987011,7
168,7691521307280324606-,7
169,6359067652219535741-,7
170,2772705716836078594-,7
171,5110489586731595144,7
172,102248148161039859-,7
173,1068490525751638817-,7
174,5889038945866300319-,7
175,480808580680453601-,7
176,6165990236745621506-,7
177,5500667299717114464-,7
178,181044963491253662,7
179,8606299168171469198,7
180,5455184159198754290-,7
181,7172841063737031871-,7
182,6893096300560580468-,7
183,2286387963276422386-,7
184,563928853069648981,7
185,5921415333862740617-,7
186,5286362951373659293,7
187,635102603126407316-,7
188,6553030929448897837-,7
189,276863353474333611,7
190,4536460820115270592-,7
191,105485723366202330-,7
192,3890776167716558976-,7
193,6626741444633435317-,7
194,768534215754004440,7
195,7166247442416348978-,7
196,5195696160555085152,7
197,6891505217577821720-,7
198,6757612960060906202,7
199,1103229583887997826,7
200,1379289964913153296,7
201,8780920832123707492-,7
202,8627810964824652063-,7
203,3977872942921389552-,7
204,461029358313403363-,7
205,6268809778177157526,7
206,9079235275275305129,7
207,5672103648728264715-,7
208,229108811169904335,7
209,7129279995781540216,7
210,8022713720444255939-,7
211,2472003619849496022,7
212,9217496868473062797-,7
213,8465200271047513962,7
214,972521261522127256-,7
215,4143004680304968920,7
216,4737217667901171822,7
217,4350949664550825750-,7
218,5937853429064995937,7
219,1056604191538053349-,7
220,7957151176273757691,7
221,7341695828292696897-00,7
222,5902790272578485314-00,7
223,563767744449788021200,7
224,5817516391792588112-00,7
225,423945881613859296200,7
226,345041939748825541300,7
227,27410221273120860700,7
228,80399063298869539700,7
229,164362418924779867500,7
230,1461862493746864503-00,7
231,77753947510968228200,7
232,6945927763519869721-00,7
233,6918783209402531986-00,7
234,1186112061273420447-00,7
235,717496755840098019000,7
236,6546047974962153275-00,7
237,463343671885199644600,7
238,61098264066223667100,7
239,9043320215722313465-00,7
240,347752550506730006700,7
241,2591506662526158624-00,7
242,8269475725624936800,7
243,245536527691537845000,7
244,3681868500667069823-00,7
245,209730238684834348200,7
246,7685872201131788540-00,7
247,263014848483178962500,7
248,569367562749168021800,7
249,644199189908192290200,7
250,7649855092180218390-00,7
251,267730851560992978300,7
252,4684789313441152665-00,7
253,562064174439159931100,7
254,8811213750335353530-00,7
255,3214103134127721350-00,7
256,625939844298606294300,7
257,414576847452933886300,7
258,1699269638456157896-00,7
259,8623269834450390334-00,7
260,478906196846208965000,7
261,877041063975386874700,7
262,4456995019142106809-00,7
263,903474474112598257100,7
264,2912420562463728847-00,7
265,478741821736069219400,7
266,6524266345573820641-00,7
267,731909887993008291600,7
268,621735466057854173000,7
269,205387275269622518300,7
270,322635178386854451100,7
271,109133193819539719800,7
272,2585637032807641353-00,7
273,124554518552665011700,7
274,6161266245776748242-00,7
275,578253216004224321700,7
276,8949113782511468406-00,7
277,7634762652840084307-00,7
278,365275011431465855000,7
279,808316112641171184300,7
280,252691518933929602700,7
281,5578941655057505599-00,7
282,5390381100535142820-00,7
283,581672666616186217900,7
284,6057604916309303118-00,7
285,628435426918721695300,7
286,6336712363837292770-00,7
287,721421164530854775800,7
288,6216095003164499136-00,7
289,880200570286494427300,7
290,2694217623106408380-00,7
291,333836788060989177900,7
292,4683615507331709607-00,7
293,961340144829177635-00,7
294,5012354043512873034-00,7
295,884836184989219802000,7
296,7826717633168870528-00,7
297,582866276515429948700,7
298,473974256869171647600,7
299,62158070337638030400,7
300,5433577674880175767-00,7
301,134744003980400536000,7
302,228325707034548444400,7
303,6165896555686787023-00,7
304,194874704997776875600,7
305,598709478160052039600,7
306,147200995875384483100,7
307,695451727412575598800,7
308,727702981086396472-00,7
309,7491848311995937923-00,7
310,209911864415450915-00,7
311,7993802452180748585-00,7
312,855125580692757026700,7
313,3724585100661757021-00,7
314,815701969248230037700,7
315,867716663225967269900,7
316,3151522041344163484-00,7
317,2134882200386322749-00,7
318,645854701631711950600,7
319,8587510844417109162-00,7
320,399850952528483957500,7
321,1433879059198294183-00,7
322,1211876616823929512-00,7
323,3383171206605132358-00,7
324,518371375522079414-00,7
325,691724752036531895900,7
326,1600282217888551818-00,7
327,9084537685105879323-00,7
328,6924556453748484614-00,7
329,6804765842253095058-00,7
330,1789862984099369327-00,7
331,222300956885495759400,7
332,9163791056027052835-00,7
333,911355895679597836-00,7
334,735945461433050556800,7
335,2423900288576653849-00,7
336,5623331772131055177-00,7
337,709213930462102833500,7
338,869812010653345447400,7
339,113462216255665881-00,7
340,261217455895071165700,7
341,562800838684780581400,7
342,688312914749337288000,7
