,image_name,label
0,1207930352453003236,8
1,6443515868317711209-,8
2,7409036869474883311-,8
3,7842176349465212639,8
4,7623046998979393377-,8
5,3142181193524130132,8
6,1138800919928211725,8
7,6168121113420653079-,8
8,3144192325022992939,8
9,7369640905441851462,8
10,7556421055771192541-,8
11,2544608669912941814-,8
12,90560788862116472,8
13,3954527191204980581,8
14,6279317055511063935,8
15,2574271652936579993-,8
16,5991586408675281683,8
17,1891024193429223512,8
18,2573475607447853614,8
19,3792281910106725740,8
20,6362941163220644394,8
21,4645381231394964628,8
22,7926069420018785572-,8
23,3915644907373606383-,8
24,4484307491014175826-,8
25,7756045171004363734,8
26,5596237185669834272-,8
27,6834767598746726042,8
28,6249574923605239218,8
29,3449401839097389944,8
30,3855139466048350656-,8
31,2202433268952678612-,8
32,2402604010837528482,8
33,2296149142403551766-,8
34,2948093416656937073,8
35,8762747489204629082-,8
36,6534706796016873322,8
37,5718533522157302627,8
38,4883948994298034515-,8
39,4162552881795873335,8
40,3072026527787632601-,8
41,4074675364628150057-,8
42,8873982663629229807-,8
43,2384221466395091323,8
44,6328166355389533356-,8
45,1711307820905893646,8
46,4618841697147296220,8
47,1656959232497811309,8
48,2239228851755270876-,8
49,3364742526059280107-,8
50,8367092922111269245,8
51,5829223659964477722-,8
52,4241096238365002061-,8
53,519315932931106991,8
54,2083145555939844043,8
55,6698554908457510125-,8
56,3164825439910907907-,8
57,4005448670661417672,8
58,1753373649692247902,8
59,6180409274125444393,8
60,4324550034852631047,8
61,3769296852305506133-,8
62,1161836373432004411-,8
63,942882126951145104-,8
64,5800714808338955885,8
65,2595124064789386676-,8
66,4827189685528291938-,8
67,5598278663079979090,8
68,5570747046452243646,8
69,7971423165757435421,8
70,5847854591338185699,8
71,1956838391885322094-,8
72,8969650219010281710,8
73,5220750325262450443,8
74,3536430637258182210,8
75,7186157781777267438-,8
76,1277712773177349877-,8
77,4457418133417381732-,8
78,1368744927810316560,8
79,6593396459634692684,8
80,3015517490853444680,8
81,7642156699290416984-,8
82,7452238357362756988,8
83,7605431692879233130,8
84,5079815611498254336-,8
85,6391289823273556932,8
86,8093825953562791867,8
87,7360033905519741257-,8
88,6175090508791645340,8
89,7399340553011679940,8
90,4436168668656751872-,8
91,24758170430996325-,8
92,8866454305500795624,8
93,5170570622135138559,8
94,3843908860013582422-,8
95,3398055213255873919,8
96,2566460759534367223-,8
97,6115560740704332992,8
98,6466795799554123847-,8
99,7368724483986358745-,8
100,905942875725297293,8
101,5270996413962150462-,8
102,5766434635905336273,8
103,5763318774992990906,8
104,3394275942002289724,8
105,1877246144857971207,8
106,271051019750744129-,8
107,5901869855475323455-,8
108,4000228227477892174,8
109,2919884649185235993,8
110,2811785005453048830,8
111,131128730320745144-,8
112,7518068331657305164-,8
113,2930161410311814870,8
114,234830711081726517,8
115,1508255319745159681-,8
116,1416147691240150110,8
117,6026829175521366521,8
118,3100396608850777582,8
119,7410129580476789452-,8
120,3016939840512948676,8
