,image_name,label
0,5236372651749630998-,11
1,7607746861671427760-,11
2,4069477692146604346-,11
3,5558378919703120081-,11
4,9108547028119155345,11
5,6711262096787749678-,11
6,466805022934314399,11
7,1026008770826086492-,11
8,6981632837129182300-,11
9,1245151055999927423-,11
10,3240910558227645030,11
11,2979473034961394248-,11
12,5946651423821252174,11
13,556449488463659478-,11
14,1130027292283225248-,11
15,6343777152557481983,11
16,7278167925251480605-,11
17,5880547590431291725-,11
18,3169051634917726656,11
19,313538065382031393-,11
20,6391972872830784363-,11
21,5441492138055504362,11
22,7308583741447059185,11
23,6812721940043738424-,11
24,6409314998028059194,11
25,6290412040549583755,11
26,6226424038900531043-,11
27,8564863349525180058-,11
28,853186663727136828,11
29,4282438648218404355-,11
30,2523198429845167169,11
31,8292500032147516274-,11
32,476569337429742940,11
33,9120863088964179135-,11
34,4585610819452057211,11
35,5686994276053045320-,11
36,8310083607811840621-,11
37,6891378225401591029,11
38,1363465269750909648,11
39,5840188486034709482,11
40,5685783130527655486-,11
41,7750885727186020572-,11
42,1352582810517599514,11
43,5836764224178664860-,11
44,3925893191496945273,11
45,5536534823636948448,11
46,973902452216317363,11
47,2145986585095633615-,11
48,750202454222683962-,11
49,4108841733496484207,11
50,77861058606005600-,11
51,5281378408601713681-,11
52,849537548163070866-,11
53,8531345212745285257-,11
54,7973310821992370477,11
55,4370681530801211426-,11
56,8584843568557832794,11
57,5168109809614709882,11
58,3380601013200977469,11
59,4626048133362109102-,11
60,272201097168959930-,11
61,2522729578515136932-,11
62,5921331957184240893-,11
63,422658797184199705,11
64,1296092929185579871-,11
65,3983783877410360261,11
66,3023245111297754355,11
67,6465379730890871143-,11
68,2100692880985067517-,11
69,737447666049928921-,11
70,6751514323741557891-,11
71,2421987136379219961-,11
72,7156786549709523775-,11
73,127981761306090465,11
74,5910077427416264217,11
75,4627791423938744500-,11
76,8965750726358243572-,11
77,4910463117516610954,11
78,6149408979728531915-,11
79,6094056058016652602,11
80,8594109160908025874,11
81,6347376807413858488,11
82,6994185819220749729-,11
83,5649461359682548881-,11
84,1849054459267094108,11
85,1766502116195490203,11
86,5360314998876797259-,11
87,3512337090902659954-,11
88,2514126691487955432,11
89,7144657034416499484-,11
90,1684734699002373411,11
91,9176391960102421596-,11
92,3076222516149555414,11
93,9091413228608581571-,11
94,1192026689006421333-,11
95,3793409948189073021,11
96,8345818357869954004,11
97,6968551883358073573-,11
98,7643339605151702822-,11
99,7750730271762033247,11
100,3416468105296859684,11
101,2090640747238135200-,11
102,5158809025568059071-,11
103,1231104501183410162,11
104,2745336898053317826-,11
105,5228010879368958289,11
106,620549838787097919-,11
107,9103244264081841023-,11
108,5713933120004250234,11
109,7398979889134122112-,11
110,7208719819861786265-,11
111,3898089395898183146,11
112,7686916332543153037,11
113,1197975145936978726-,11
114,7938127090624985608,11
115,2328525233323527025-,11
116,5852121249068928786,11
117,4196776466827264531,11
118,6343395215880967022,11
119,4346804761459051310,11
120,7503472888293514846-,11
121,8919351791801195864-,11
122,4934345827509041431,11
123,4556767647043782099,11
124,8818943871176768566,11
125,8525647270031277669,11
126,1473026436320676532-,11
127,8941306805973412241-,11
128,2854697260804598212-,11
129,7465012218944176742-,11
130,2752094039349930300-,11
131,4974943844463310575,11
132,3725586838916484429-,11
133,3316534960651310301,11
134,6051700237617731130,11
135,1967397792991570512-,11
136,6335441393647282208,11
137,4518112773455664301,11
138,5510468415010150862,11
139,358063900898826624-,11
140,1190358030651143605,11
141,244466605225776801-,11
142,3014881165269586176-,11
143,241909254916452102,11
144,6673682434655388576-,11
145,5779134385687724622,11
146,5834614554306317935,11
147,4817250973302089492,11
148,79911068003835333,11
149,4395132389877963094,11
150,3558977864625664423-,11
151,3048178150607713242-,11
152,8845509683267722172-,11
153,4439857848250265376,11
154,7343041750880046529,11
155,1716908536203109549,11
156,4291639076673835402,11
157,2452997383637647213,11
158,1592327471972422337,11
159,5117980940546349294-,11
160,2231680242509070644,11
161,5988205236547862654-,11
162,6175300873278877923-,11
163,2260606909365288996-,11
164,8596581085752290780-,11
165,5978874244733752845,11
166,4914434975629012214,11
167,5518990413388773174-,11
168,7089432947439381258-,11
169,1278104920532203428-,11
170,8424955642078023983-,11
171,2828228285901700278-,11
172,827721806708563330-,11
173,3474110019080462040,11
174,3467277764951726096,11
175,1942851247627213910,11
176,5164695380170075783-,11
177,7883335747926458334,11
178,3306376111033613700-,11
179,3584077310007109867-,11
180,2510984358601624237,11
181,8700975119388635213-,11
182,3039801730289759355-,11
183,3518736664228745866,11
184,1580048032929681989-,11
185,7345893043150858495,11
186,9201090826130705516-,11
187,3070667542525937661,11
188,3421257217656006172,11
189,5507700596031276751-,11
190,6564912634123312132-,11
191,1122433642761016441,11
192,3307381800608880745-,11
193,4310198661480209417,11
194,6945508757246324494-,11
195,4057589937805228407,11
196,807664824949445837,11
197,8735184320522543337,11
198,3380739048234432380,11
199,5132372878756845611,11
200,5361068236289379774,11
201,7001931034459753963-,11
202,6671361362833074894,11
203,1580784073006999826-,11
204,167909265484836606,11
205,4607812066976840724-,11
206,4598881387130376403,11
207,6788792056208717577,11
208,3467919452477438423-,11
209,548385728311184029,11
210,8065348427774657915,11
211,890880752873260980-,11
212,6905953215374056089-,11
213,8127775865782800964-,11
214,7589089021676003667-,11
215,166625964844950669-,11
216,6966814730310076920,11
217,5093181636399026390-,11
218,5416552191767841335,11
219,1548238606420065044,11
220,2012846625335235475,11
221,3140636674176957636-,11
222,1194708739502344699,11
223,3268895475315520830-,11
224,2063600176001431324,11
225,1700172396118582803-,11
226,7486405984333654573-,11
227,3097014348039687482-,11
228,7125195613190124457-,11
229,4084775963635427360,11
230,7380123844180306626-,11
231,8523618161273559429-,11
232,2738258596526555743,11
233,1142403853663507357-,11
234,2512681345352633660-,11
235,708200030483708678-,11
236,7546377734840232608,11
237,6439290172650336313,11
238,5792939468173436484-,11
239,884626040676344471800,11
240,6020675855985761379-00,11
241,202654285757343595500,11
242,90034212418736546400,11
243,4636712625773179621-00,11
244,922043456428471614300,11
245,583703497950237655400,11
246,335901515601307617700,11
247,3166483218352274639-00,11
248,558077677185765778100,11
249,1686845357052321969-00,11
250,9207871578875260687-00,11
251,678373867480346238600,11
252,353270765616612548-00,11
253,7972902278405489800-00,11
254,820165272219586831600,11
255,642283585874695017900,11
256,487245791700997783800,11
257,4930824415717083538-00,11
258,6050736040046135852-00,11
259,623428996193118551000,11
260,671112769445672560200,11
261,379272686504968243700,11
262,5111280040529673685-00,11
263,275154840816391063800,11
264,4649945899548087416-00,11
265,554689017468423622400,11
266,119744032577007358-00,11
267,507076478821520519-00,11
268,405370382594854380500,11
269,190927558699670047300,11
270,6858400162908670319-00,11
271,254138698302088295600,11
272,621668990942752323900,11
273,1691927810158057867-00,11
274,2510643279930826933-00,11
275,149136856960524298400,11
276,6150402606147449635-00,11
277,7135408697756136300,11
278,147273463257497528-00,11
279,3566321319941877880-00,11
280,1381869241060558952-00,11
281,245952625375975193100,11
282,559791632545126923700,11
283,406069509308989396800,11
284,79563449871042604200,11
285,4810985327398406211-00,11
286,5236587500632791863-00,11
287,443987868336960179700,11
288,2878000285341962445-00,11
289,296364068963741885500,11
290,65736515262458890400,11
291,1282268124037119651-00,11
292,8684946414617490456-00,11
293,141876070864141612200,11
294,2925680841491689949-00,11
295,2384180336974350755-00,11
296,6454403546691933753-00,11
297,8663637636972086360-00,11
298,463114586846937359800,11
299,2700125267426993975-00,11
300,8544818484422151056-00,11
301,562510560946159198-00,11
302,912892689509607154-00,11
303,620998036955020211900,11
304,61377713282531694-00,11
305,486328416185066956600,11
306,377969535160798800100,11
307,778810353274226171200,11
308,5815962201610724698-00,11
309,690246108415554244-00,11
310,331600359008435125300,11
311,2316280677263085011-00,11
312,6444750102851096067-00,11
313,864817112976353970400,11
314,1412879355425817691-00,11
315,2524555779373884137-00,11
316,222800243886610806-00,11
317,1022640724467522822-00,11
318,9051709270016059241-00,11
319,2519641286271086214-00,11
320,148388679919877167700,11
321,400009210662805916-00,11
322,7167974729964130089-00,11
323,192095755803107660-00,11
324,838851447030605309900,11
325,4372066225505522698-00,11
326,5198833372269996675-00,11
327,549216965214156860700,11
328,558908190117160459500,11
329,2281676152456976193-00,11
330,9100090733642939991-00,11
331,7272430048443184309-00,11
332,868175396435514948000,11
333,969179046756929092-00,11
334,712889785805678392500,11
335,639207406764228867900,11
336,596120040727383944900,11
337,993906274741812526-00,11
338,756935523804821839200,11
339,337948361181706309200,11
340,654888260965956348200,11
341,3216875973992533773-00,11
342,6075862924997719854-00,11
343,783821975673894630500,11
344,19959440075136772100,11
345,985801788151085855-00,11
346,825488365339448660100,11
347,575706817638475505700,11
348,6045716566274829446-00,11
349,916891706000404383500,11
350,216788290692508147200,11
351,2633734584202249944-00,11
352,135625608696642772200,11
353,5892658290027096824-00,11
354,8297600182461759138-00,11
355,8343127567245361415-00,11
356,1220702448079785963-00,11
357,779304724279890024000,11
358,3211197356394346669-00,11
359,490948752622988821600,11
360,6411853513367180679-00,11
361,1980946594743002737-00,11
362,4980818158484916121-00,11
363,598612466522079312500,11
364,716959410265898369100,11
365,7070053585863066893-00,11
366,3631467096921532296-00,11
367,683972575562861132900,11
368,855727951332104889100,11
369,494821468306597486600,11
370,7590709737753160976-00,11
371,419784045654988649000,11
372,4499296784681507765-00,11
373,272148879201581712400,11
374,9038572631050660697-00,11
375,3203262914341229675-00,11
376,699480614000493642200,11
377,177446515828629168600,11
378,570396928736081573500,11
379,708639395471554880-00,11
380,745644139220470038000,11
381,1263730478108838006-00,11
382,394904403870611212600,11
383,1309828420685046849-00,11
384,628505212298667198400,11
385,2786245180564241430-00,11
386,897197419073150336500,11
387,1146889354122907492-00,11
388,1201025990784626928-00,11
389,104527973446486472400,11
390,7333004073619378405-00,11
391,6773010365787932705-00,11
392,1523338271012209130-00,11
393,6959494473901348045-00,11
394,709458304002751109400,11
395,86053372530231629700,11
396,722821517763721954200,11
397,555375728673541813600,11
398,366035149881608712300,11
399,685692525707852641500,11
400,1189125107301978352-00,11
401,384347510601244743900,11
402,670198649548842996600,11
403,3185626418547175109-00,11
404,8858101235124659537-00,11
405,304447017838188730000,11
406,739218942395113238300,11
407,6171520888740319125-00,11
408,442240388072337440200,11
409,908647899423254793100,11
410,866130294999346741800,11
411,6982346582722168403-00,11
412,5692093476183504272-00,11
413,766123622242960764900,11
414,3487141094419872146-00,11
415,9070982999855492275-00,11
416,1422309341298481492-00,11
