,image_name,label
0,7234848967814454312-,13
1,128916428630789490-,13
2,899454650391998323-,13
3,7969044635165631856,13
4,5264984862783656833-,13
5,9178147797363694762,13
6,662937089370005156-,13
7,818265128683462721,13
8,524442508106567056,13
9,5725372292587939026-,13
10,623626922553716604,13
11,365657049800191614-,13
12,640025051475733922,13
13,8234155260296867030-,13
14,6118775346056284388-,13
15,689984442765810602,13
16,3178381598837068279,13
17,7273036490608254216,13
18,3878160526173479378-,13
19,6424476137700683407,13
20,2878360823115743666,13
21,92290992300929865,13
22,6692572456719321150,13
23,3816555532279517991-,13
24,1401105843195790704-,13
25,4038981664458961699,13
26,7913958475361199087-,13
27,9028564253707627949-,13
28,5030397823403095905,13
29,8921731001854890746-,13
30,8680333118913696172,13
31,1520623605580037817,13
32,6516012007793508095-,13
33,7493686126291468043,13
34,4409260595149891393-,13
35,3184732843886584855-,13
36,1882855452887276307,13
37,5555705561783871606,13
38,961934524081316730,13
39,139417225004031652-,13
40,8607650395521627454,13
41,1548336673249949602,13
42,9054187960043694501,13
43,8178148267960447449-,13
44,3412863999873241675,13
45,6880009345724680999-,13
46,7419070409177322362,13
47,7055014322219564539,13
48,2145639531830048711,13
49,8910952777092328311-,13
50,9128651844026800510-,13
51,4194413202680768936,13
52,4525637967192160992,13
53,6821715913833245173,13
54,8541190944632053753,13
55,173283778953943937300,13
56,129918560310950668100,13
57,8179512224822615136-00,13
58,461628049258286541600,13
59,668571172443193908500,13
60,7117073540438423484-00,13
61,592685823546746936-00,13
62,7818886604586780829-00,13
63,277626951419647035200,13
64,7877036148317269219-00,13
65,225189357403994264600,13
66,471531536676590856400,13
67,7076520127907461017-00,13
68,8174743895584549271-00,13
69,433227198885685335400,13
70,498386396480635474500,13
71,816784565773488149600,13
72,462260613400811618900,13
73,103601860484924338200,13
74,7003917060529011223-00,13
75,372055245783715978400,13
76,1052411171223464051-00,13
77,3214276873176842954-00,13
78,298920112550252865300,13
79,779019639508756638700,13
80,209481405857064279100,13
81,341550653602220772500,13
82,22015580602166723400,13
83,1724060915733001807-00,13
84,375716205616188803900,13
85,464852789441408508200,13
86,3714283081221108997-00,13
87,2962982419812022799-00,13
88,855905772295059696000,13
89,217978685433894886-00,13
90,753020725840857206200,13
91,716243988055163542400,13
92,2700459902935798473-00,13
93,7385850129399431177-00,13
94,3504345417655357607-00,13
95,641953901252999319300,13
96,8979029359399998253-00,13
