,image_name,label
0,2936486649118841885,4
1,7412559572676629428,4
2,7474372504978917024,4
3,7706037563903777689,4
4,906568498502891682-,4
5,7994565629142774395,4
6,9091444733098361136,4
7,7604687887697429353-,4
8,2697397237398177580-,4
9,5777993404672879886-,4
10,1411496831202617877-,4
11,6457534406012418981,4
12,8824670461789422565,4
13,6965671412886182935,4
14,3973734844304608886,4
15,4313893958425940418-,4
16,2387377824116415064,4
17,185105197592167125,4
18,2574213532214193501,4
19,3830024334738248785,4
20,924886902428539786,4
21,4459499996555412686,4
22,402420930435492420,4
23,1561768529416386417-,4
24,8658834326382355717,4
25,4098316028125302776,4
26,9187808303295475967-,4
27,4683833526042753018-,4
28,8249995420878284462,4
29,6792303372465051292,4
30,8183443565740886698,4
31,4171778106678697148-,4
32,1160181123800318506-,4
33,3415270983495265765-,4
34,7147495752728879549,4
35,2781381960071986342-,4
36,4461610958747260870-,4
37,3379629193891048735-,4
38,1568356057397228134,4
39,6769707674486519936,4
40,2577611114518053134,4
41,5034519486356871531,4
42,2645553413345077619,4
43,9081405037105033586,4
44,3156561026244349135-,4
45,5398398017287221697-,4
46,8957088697301459722,4
47,451988446031226502-,4
48,3838262626357617869-,4
49,9145058963281603281,4
50,7513901239793680696-,4
51,1879068657707114397-,4
52,6652649058886394282,4
53,5431070582614965308,4
54,4614731511305753209,4
55,1625228639328152636,4
56,7746939595572079698-,4
57,8463225821917064626,4
58,1528432776523653617-,4
59,3294109017656044021,4
60,7907096345521652304,4
61,2207129453146800245-,4
62,5855542306424882451-,4
63,7165871592164073517,4
64,240552966273835858,4
65,4593134722672840266-,4
66,1046331037479858229-,4
67,1033411506363390707,4
68,7457361244793030729-,4
69,5124345105462711253,4
70,3101096337848562329-,4
71,9126591639796151092-,4
72,6320477361818283318-,4
73,1510071266641626420,4
74,3587248724420635355,4
75,4697884740681925089-,4
76,8942442210774126623-,4
77,3652738041906005499,4
78,5379074911065667758-,4
79,98537802974256401,4
80,4969671325782753772-,4
81,1927024997605964433-,4
82,1504079066506789381-,4
83,8525418538651614115,4
84,8537512767848971248-,4
85,4319271091234101490-,4
86,6624019750668062928-,4
87,5953958759863849462,4
88,3326116295762050914-,4
89,5668407187779086468,4
90,5654904944822765824-,4
91,6767045520907744910,4
92,2721659504037732441-,4
93,4825276646629850576-,4
94,3018218766011038170,4
95,5870497426565882422,4
96,5624172267954474315-,4
97,8266370098085879363-,4
98,5740372809067367649,4
99,6767864538638564373-,4
100,5560904088410760982-,4
101,3810177683463113542-,4
102,3633768371149037091-,4
103,6222822298796644512,4
104,7510642046480690384,4
105,1804577258467222746-,4
106,3846638008094011673-,4
107,6565786755061126408-,4
108,837255717756863775-,4
109,36369720373534650-,4
110,6614278035862102138,4
111,7143498872266564221-,4
112,6464824300996997884-,4
113,2751097786618247267,4
114,7512673519073843854-,4
115,8186971985153694622,4
116,1508562967441707953-,4
117,4801197900673005396-,4
118,966106575952140265,4
119,4367184060476762453-,4
120,8730903918747601662-,4
121,7522111873722575919-,4
122,1088445986483782940,4
123,1438618628214749270,4
124,3537407621014739982-,4
125,8648951374138928329-,4
126,7907106397581564110,4
127,5851485451060391173-,4
128,976374495083914278,4
129,6776479923676546201,4
130,6950150715145255111,4
131,2705122801538355579-,4
132,1764833770455070747-,4
133,2146640470547869836,4
134,5075449370000410939-,4
135,6917899438058073879,4
136,6389711625549023102,4
137,5513727141532493489,4
138,4778555643328939721,4
139,7445824416106467131,4
140,4774101658793791008,4
141,6267501414239923812-,4
142,5439305985099987928,4
143,4216061757258471408,4
144,9144119738716769730,4
145,8532893780211630333,4
146,7125885441724611973-,4
147,8029583286167797457,4
148,3863338291646894853-,4
149,6810609161859941257,4
150,595879715381416202,4
151,8956030829626939210-,4
152,8857385793868235080,4
153,664683086412296047-,4
154,3686316907163596-,4
155,1055889277165714653,4
156,8769803399564838562,4
157,9144709727819313108-,4
158,3306083391604647710,4
159,8484171280846847975-,4
160,4656558003194722032-,4
161,4429254800558810664,4
162,3676470627946900523-,4
163,3602849525899574734,4
164,5325384055470851959,4
165,662285137182930881-,4
166,7105399356975252603-,4
167,2689937380348107640-,4
168,920064890666815298,4
169,7294516873605768789,4
170,281213696508246693-,4
171,2872696106166105228-,4
172,8896488768909262303,4
173,4422745686641374620,4
174,6177073401551303958,4
175,6364208089299452191,4
176,6704708470688700581-,4
177,4670839262632971539-,4
178,3593578808397395179,4
179,4271638573323518802-,4
180,7326389132150006670-,4
181,2528372323564598915-,4
182,3011994008484326614-,4
183,7551226048203653881-,4
184,6170197280559427292-,4
185,911620618966967987-,4
186,4799423680394638960-,4
187,9066928420992932619,4
188,4868325379016714166,4
189,6780291591981821383-,4
190,6653880420718049655,4
191,2787447634883795375-,4
192,1948744808238883607-,4
193,7158840660191283391,4
194,3408532887496514851-,4
